Date-time CET-CEST (DD/MM/YYYY HH:mm),DMA 1 (L/s),DMA 2 (L/s)
25/04/2022 12:00,6.9,9.74
25/04/2022 13:00,6.35,9.51
25/04/2022 14:00,6.59,9.26
25/04/2022 15:00,6.63,9.07
25/04/2022 16:00,6.35,8.89
25/04/2022 17:00,5.83,8.93
25/04/2022 18:00,6.63,9.25
25/04/2022 19:00,7,9.93
25/04/2022 20:00,7.99,9.39
25/04/2022 21:00,6.66,9.22
25/04/2022 22:00,5.88,8.45
25/04/2022 23:00,5.12,7.97
26/04/2022 00:00,5.13,7.36
26/04/2022 01:00,4.37,7.08
26/04/2022 02:00,15.61,7.01
26/04/2022 03:00,4.12,7.17
26/04/2022 04:00,3.12,7.2
26/04/2022 05:00,3.56,7.31
26/04/2022 06:00,6.23,8.74
26/04/2022 07:00,8.8,10.2
26/04/2022 08:00,8.98,9.63
26/04/2022 09:00,9.74,9.2
26/04/2022 10:00,10.07,8.89
26/04/2022 11:00,9.71,8.95
26/04/2022 12:00,9.76,9.01
26/04/2022 13:00,10.23,8.7
26/04/2022 14:00,10.45,8.83
26/04/2022 15:00,8.36,8.49
26/04/2022 16:00,6.95,8.51
26/04/2022 17:00,8.51,8.72
26/04/2022 18:00,10.3,9.12
26/04/2022 19:00,6.67,9.28
26/04/2022 20:00,6.87,9.53
26/04/2022 21:00,5.11,9.25
26/04/2022 22:00,5.17,8.25
26/04/2022 23:00,4.99,7.65
27/04/2022 00:00,4.61,7.36
27/04/2022 01:00,4.17,6.98
27/04/2022 02:00,3.8,6.97
27/04/2022 03:00,3.73,6.95
27/04/2022 04:00,3.8,7.04
27/04/2022 05:00,3.87,7.41
27/04/2022 06:00,5.62,8.45
27/04/2022 07:00,8.57,10.11
27/04/2022 08:00,8.36,9.64
27/04/2022 09:00,8.45,9.67
27/04/2022 10:00,8.87,8.9
27/04/2022 11:00,7.75,8.78
27/04/2022 12:00,8.55,8.73
27/04/2022 13:00,7.65,8.72
27/04/2022 14:00,8.69,8.49
27/04/2022 15:00,7.92,8.74
27/04/2022 16:00,7.96,8.8
27/04/2022 17:00,6.72,8.68
27/04/2022 18:00,6.73,9.23
27/04/2022 19:00,7.68,9.53
27/04/2022 20:00,7.81,9.85
27/04/2022 21:00,6.81,9.36
27/04/2022 22:00,5.6,8.69
27/04/2022 23:00,4.81,7.97
28/04/2022 00:00,3.88,7.32
28/04/2022 01:00,2.56,7.14
28/04/2022 02:00,3.69,7.05
28/04/2022 03:00,3.75,7.18
28/04/2022 04:00,2.47,7.2
28/04/2022 05:00,4.54,7.53
28/04/2022 06:00,7.43,8.99
28/04/2022 07:00,8.12,10.29
28/04/2022 08:00,9.01,10
28/04/2022 09:00,8.75,9.51
28/04/2022 10:00,8.94,9.35
28/04/2022 11:00,9.5,8.9
28/04/2022 12:00,8.47,9.4
28/04/2022 13:00,8.42,9.21
28/04/2022 14:00,10.22,9.03
28/04/2022 15:00,9.41,9.41
28/04/2022 16:00,7.21,9.03
28/04/2022 17:00,6.6,9.39
28/04/2022 18:00,6.13,9.73
28/04/2022 19:00,8.06,10.56
28/04/2022 20:00,8.14,9.92
28/04/2022 21:00,6.26,8.95
28/04/2022 22:00,5.78,8.47
28/04/2022 23:00,5.01,8.09
29/04/2022 00:00,4.39,7.52
29/04/2022 01:00,3.96,7.2
29/04/2022 02:00,4.04,7.07
29/04/2022 03:00,5.19,7.17
29/04/2022 04:00,4.4,7.2
29/04/2022 05:00,4.13,7.42
29/04/2022 06:00,6.37,8.77
29/04/2022 07:00,8.02,10.61
29/04/2022 08:00,8.21,10.29
29/04/2022 09:00,8.64,9.66
29/04/2022 10:00,8.88,9.39
29/04/2022 11:00,7.99,9.44
29/04/2022 12:00,8.63,8.94
29/04/2022 13:00,8.12,9.13
29/04/2022 14:00,8.7,9.07
29/04/2022 15:00,8.39,9.5
29/04/2022 16:00,7.67,9.21
29/04/2022 17:00,6.93,9.89
29/04/2022 18:00,7.43,10.25
29/04/2022 19:00,7.77,11.11
29/04/2022 20:00,6.92,10.28
29/04/2022 21:00,5.37,9.11
29/04/2022 22:00,4.18,8.33
29/04/2022 23:00,3.6,8.17
30/04/2022 00:00,2.8,7.74
30/04/2022 01:00,3.55,7.29
30/04/2022 02:00,4.21,7.22
30/04/2022 03:00,5.01,7.24
30/04/2022 04:00,4.06,7.37
30/04/2022 05:00,4.29,7.75
30/04/2022 06:00,6.18,7.88
30/04/2022 07:00,6.46,9.83
30/04/2022 08:00,8.86,11.19
30/04/2022 09:00,10,11.61
30/04/2022 10:00,10.8,11.02
30/04/2022 11:00,7.61,10.58
30/04/2022 12:00,6.7,10.79
30/04/2022 13:00,6.75,9.86
30/04/2022 14:00,6.5,9.91
30/04/2022 15:00,6.45,10.11
30/04/2022 16:00,5.53,9.6
30/04/2022 17:00,5.72,10.46
30/04/2022 18:00,6.36,10.74
30/04/2022 19:00,6.8,10.4
30/04/2022 20:00,6.73,10.3
30/04/2022 21:00,5.68,8.94
30/04/2022 22:00,4.97,8.18
30/04/2022 23:00,5.06,8.02
1/5/2022 0:00,4.52,7.65
1/5/2022 1:00,4.04,7.39
1/5/2022 2:00,3.9,7.1
1/5/2022 3:00,4,7.11
1/5/2022 4:00,3.99,7.08
1/5/2022 5:00,3.67,7.36
1/5/2022 6:00,3.89,7.7
1/5/2022 7:00,5.03,9.22
1/5/2022 8:00,7.02,10.12
1/5/2022 9:00,6.59,11.08
1/5/2022 10:00,6.64,10.92
1/5/2022 11:00,6.4,11.15
1/5/2022 12:00,6.21,10.45
1/5/2022 13:00,7.05,9.43
1/5/2022 14:00,6.43,9.43
1/5/2022 15:00,6.6,9.41
1/5/2022 16:00,6.01,9.14
1/5/2022 17:00,6.08,8.9
1/5/2022 18:00,5.69,9
1/5/2022 19:00,6.58,9.57
1/5/2022 20:00,6.01,9.44
1/5/2022 21:00,4.93,8.85
1/5/2022 22:00,4.04,8.35
1/5/2022 23:00,5.3,7.79
2/5/2022 0:00,11.86,7.29
2/5/2022 1:00,2.35,7.09
2/5/2022 2:00,3.81,7.01
2/5/2022 3:00,4.78,7.09
2/5/2022 4:00,4.31,7.04
2/5/2022 5:00,4.08,7.65
2/5/2022 6:00,6.03,8.68
2/5/2022 7:00,8.63,10.24
2/5/2022 8:00,8.94,10.16
2/5/2022 9:00,8.44,9.68
2/5/2022 10:00,8.68,9.46
2/5/2022 11:00,8.06,8.86
2/5/2022 12:00,9.02,9.07
2/5/2022 13:00,10.23,8.81
2/5/2022 14:00,9.52,8.65
2/5/2022 15:00,8.15,8.91
2/5/2022 16:00,7.29,8.61
2/5/2022 17:00,7.67,8.71
2/5/2022 18:00,7.01,9.19
2/5/2022 19:00,8.04,10.08
2/5/2022 20:00,6.82,9.77
2/5/2022 21:00,5.34,9.19
2/5/2022 22:00,4.15,8.48
2/5/2022 23:00,3.85,8.02
3/5/2022 0:00,3.11,7.46
3/5/2022 1:00,3.75,7.16
3/5/2022 2:00,15.12,7.27
3/5/2022 3:00,5.31,7.16
3/5/2022 4:00,4.29,7.28
3/5/2022 5:00,4.46,7.68
3/5/2022 6:00,7.15,8.97
3/5/2022 7:00,7.95,10.2
3/5/2022 8:00,8.91,10.37
3/5/2022 9:00,8.91,9.79
3/5/2022 10:00,8.41,9.5
3/5/2022 11:00,7.59,8.86
3/5/2022 12:00,8.21,NaN
3/5/2022 13:00,8.66,9.36
3/5/2022 14:00,9.01,8.89
3/5/2022 15:00,7.59,9.1
3/5/2022 16:00,6.95,9.15
3/5/2022 17:00,7.78,9.72
3/5/2022 18:00,8.16,10.07
3/5/2022 19:00,7.39,11.01
3/5/2022 20:00,8.38,10.11
3/5/2022 21:00,7.17,9.4
3/5/2022 22:00,5.45,9.02
3/5/2022 23:00,5.21,8.19
4/5/2022 0:00,4.38,7.72
4/5/2022 1:00,4.37,7.37
4/5/2022 2:00,3.37,7.36
4/5/2022 3:00,2.88,7.37
4/5/2022 4:00,2.79,7.19
4/5/2022 5:00,2.84,7.63
4/5/2022 6:00,6.11,9.07
4/5/2022 7:00,8.53,10.81
4/5/2022 8:00,9.14,10.57
4/5/2022 9:00,11.34,9.92
4/5/2022 10:00,12.21,9.59
4/5/2022 11:00,10.26,8.81
4/5/2022 12:00,10.31,9.01
4/5/2022 13:00,9.43,9.42
4/5/2022 14:00,9.12,8.96
4/5/2022 15:00,8.09,9.37
4/5/2022 16:00,7.05,9.03
4/5/2022 17:00,5.73,9.53
4/5/2022 18:00,6.66,11.15
4/5/2022 19:00,7.56,11.16
4/5/2022 20:00,7.35,10.37
4/5/2022 21:00,6.32,9.53
4/5/2022 22:00,5.01,8.51
4/5/2022 23:00,4.86,8.16
5/5/2022 0:00,4.3,7.66
5/5/2022 1:00,4.04,7.27
5/5/2022 2:00,4.52,7.37
5/5/2022 3:00,4.86,7.49
5/5/2022 4:00,4.25,7.17
5/5/2022 5:00,4.51,7.76
5/5/2022 6:00,7.49,9.27
5/5/2022 7:00,8.76,11.42
5/5/2022 8:00,8.85,10.59
5/5/2022 9:00,8.58,9.93
5/5/2022 10:00,8.01,9.64
5/5/2022 11:00,8.59,9.15
5/5/2022 12:00,7.57,9.03
5/5/2022 13:00,8.52,9.17
5/5/2022 14:00,9.74,8.99
5/5/2022 15:00,9.42,8.92
5/5/2022 16:00,8.11,8.99
5/5/2022 17:00,7.22,9.7
5/5/2022 18:00,6.83,9.75
5/5/2022 19:00,7.54,9.92
5/5/2022 20:00,7.45,10.14
5/5/2022 21:00,6.28,9.36
5/5/2022 22:00,4.4,8.36
5/5/2022 23:00,3.46,8.02
6/5/2022 0:00,2.85,7.58
6/5/2022 1:00,2.46,7.28
6/5/2022 2:00,2.48,7.33
6/5/2022 3:00,6.4,7.25
6/5/2022 4:00,5.9,7.05
6/5/2022 5:00,6.24,7.62
6/5/2022 6:00,6.78,8.61
6/5/2022 7:00,8.02,9.8
6/5/2022 8:00,8.59,9.7
6/5/2022 9:00,8.82,9.38
6/5/2022 10:00,8.99,9.21
6/5/2022 11:00,8.26,8.8
6/5/2022 12:00,7.49,8.33
6/5/2022 13:00,8.24,8.64
6/5/2022 14:00,7.78,8.38
6/5/2022 15:00,7.11,8.42
6/5/2022 16:00,6.11,8.32
6/5/2022 17:00,6.34,8.66
6/5/2022 18:00,6.86,8.93
6/5/2022 19:00,7.22,9.3
6/5/2022 20:00,7.32,9.07
6/5/2022 21:00,5.82,8.77
6/5/2022 22:00,5.23,8.34
6/5/2022 23:00,4.6,7.94
7/5/2022 0:00,4.62,7.56
7/5/2022 1:00,4.09,7.36
7/5/2022 2:00,4.4,7.17
7/5/2022 3:00,5.15,7.16
7/5/2022 4:00,3.02,7.15
7/5/2022 5:00,3.3,7.5
7/5/2022 6:00,4.54,7.72
7/5/2022 7:00,6.71,8.72
7/5/2022 8:00,7.27,10.02
7/5/2022 9:00,8.29,10.19
7/5/2022 10:00,7.59,9.87
7/5/2022 11:00,7.31,9.8
7/5/2022 12:00,7.72,9.21
7/5/2022 13:00,7.77,9.7
7/5/2022 14:00,7.96,9.27
7/5/2022 15:00,6.59,9.39
7/5/2022 16:00,5.79,9.15
7/5/2022 17:00,5.06,9.01
7/5/2022 18:00,5.25,9.29
7/5/2022 19:00,5.37,9.13
7/5/2022 20:00,5.74,9.61
7/5/2022 21:00,4.71,8.63
7/5/2022 22:00,4.64,8.33
7/5/2022 23:00,4.62,7.91
8/5/2022 0:00,4.3,7.56
8/5/2022 1:00,4.16,7.31
8/5/2022 2:00,4.09,7.25
8/5/2022 3:00,NaN,7.21
8/5/2022 4:00,4.05,7.32
8/5/2022 5:00,4.02,7.35
8/5/2022 6:00,4.44,7.83
8/5/2022 7:00,6.02,8.64
8/5/2022 8:00,8.89,9.83
8/5/2022 9:00,10.76,10.57
8/5/2022 10:00,7.53,10.51
8/5/2022 11:00,6.74,10.42
8/5/2022 12:00,6.11,10.28
8/5/2022 13:00,6.07,10.21
8/5/2022 14:00,5.96,10.08
8/5/2022 15:00,6.14,10.3
8/5/2022 16:00,5.14,10.24
8/5/2022 17:00,6.65,10.6
8/5/2022 18:00,7.18,10.24
8/5/2022 19:00,7.9,10.41
8/5/2022 20:00,7.58,10.35
8/5/2022 21:00,7.34,9.78
8/5/2022 22:00,6.29,8.7
8/5/2022 23:00,6.86,8.12
9/5/2022 0:00,14.42,7.58
9/5/2022 1:00,3.86,7.53
9/5/2022 2:00,3.35,7.24
9/5/2022 3:00,4.45,7.31
9/5/2022 4:00,3.3,7.42
9/5/2022 5:00,3.95,7.87
9/5/2022 6:00,7.13,8.93
9/5/2022 7:00,9.24,10.85
9/5/2022 8:00,9.08,10.04
9/5/2022 9:00,9.25,9.79
9/5/2022 10:00,9.78,9.47
9/5/2022 11:00,10.17,9.58
9/5/2022 12:00,9.73,9.8
9/5/2022 13:00,8.34,9.18
9/5/2022 14:00,9.11,8.64
9/5/2022 15:00,7.21,8.78
9/5/2022 16:00,6.98,8.81
9/5/2022 17:00,6.5,8.94
9/5/2022 18:00,6.33,9.1
9/5/2022 19:00,7.32,9.77
9/5/2022 20:00,7.19,9.82
9/5/2022 21:00,6.53,9.31
9/5/2022 22:00,5.12,8.73
9/5/2022 23:00,4.94,7.93
10/5/2022 0:00,4.47,7.52
10/5/2022 1:00,3.99,7.57
10/5/2022 2:00,15.9,7.22
10/5/2022 3:00,4.98,7.21
10/5/2022 4:00,4.1,7.3
10/5/2022 5:00,5.57,7.5
10/5/2022 6:00,8.03,9.21
10/5/2022 7:00,10.83,10.73
10/5/2022 8:00,8.59,10.04
10/5/2022 9:00,9.79,9.86
10/5/2022 10:00,9.3,9.16
10/5/2022 11:00,8.68,9.18
10/5/2022 12:00,8.76,9.64
10/5/2022 13:00,9.13,9.76
10/5/2022 14:00,10.32,9.88
10/5/2022 15:00,9.97,9.96
10/5/2022 16:00,7.26,10.04
10/5/2022 17:00,7.69,10.33
10/5/2022 18:00,8.01,11.29
10/5/2022 19:00,8.44,11.55
10/5/2022 20:00,7.76,11.18
10/5/2022 21:00,5.94,9.73
10/5/2022 22:00,4.52,8.72
10/5/2022 23:00,3.51,8.26
11/5/2022 0:00,3.09,7.4
11/5/2022 1:00,2.67,7.57
11/5/2022 2:00,3.94,7.31
11/5/2022 3:00,4.17,7.15
11/5/2022 4:00,4.3,7.19
11/5/2022 5:00,4.97,7.78
11/5/2022 6:00,6.31,9.29
11/5/2022 7:00,9.2,11.18
11/5/2022 8:00,9.69,10.8
11/5/2022 9:00,9.8,10.37
11/5/2022 10:00,8.73,10.17
11/5/2022 11:00,9.71,9.6
11/5/2022 12:00,9.47,9.24
11/5/2022 13:00,8.3,9.26
11/5/2022 14:00,10.41,9.32
11/5/2022 15:00,10.67,9.17
11/5/2022 16:00,9.12,9.16
11/5/2022 17:00,7.99,9.6
11/5/2022 18:00,9.32,10.92
11/5/2022 19:00,12.65,12.81
11/5/2022 20:00,12.44,10.89
11/5/2022 21:00,11.2,10.12
11/5/2022 22:00,6.98,9.1
11/5/2022 23:00,6.22,8.01
12/5/2022 0:00,5.74,7.49
12/5/2022 1:00,5.52,7.73
12/5/2022 2:00,5.9,7.54
12/5/2022 3:00,5.76,7.47
12/5/2022 4:00,4.8,7.3
12/5/2022 5:00,5.51,7.84
12/5/2022 6:00,7.34,9.49
12/5/2022 7:00,9.64,11.9
12/5/2022 8:00,9.58,10.82
12/5/2022 9:00,9.69,10.26
12/5/2022 10:00,10.31,9.13
12/5/2022 11:00,10.47,9.82
12/5/2022 12:00,10.08,10
12/5/2022 13:00,9.98,9.7
12/5/2022 14:00,9.17,9.32
12/5/2022 15:00,8.7,9.29
12/5/2022 16:00,7.92,9.96
12/5/2022 17:00,9.85,9.98
12/5/2022 18:00,10.05,11.88
12/5/2022 19:00,9.26,12.21
12/5/2022 20:00,8.23,11.55
12/5/2022 21:00,6.58,9.84
12/5/2022 22:00,6.05,8.96
12/5/2022 23:00,6.23,7.92
13/05/2022 00:00,5.08,7.62
13/05/2022 01:00,4.93,7.83
13/05/2022 02:00,4.78,7.33
13/05/2022 03:00,5.28,7.19
13/05/2022 04:00,5.34,7.32
13/05/2022 05:00,5.17,7.89
13/05/2022 06:00,6.84,10.23
13/05/2022 07:00,9.41,10.95
13/05/2022 08:00,9.88,11.94
13/05/2022 09:00,9.85,10.92
13/05/2022 10:00,11.3,9.48
13/05/2022 11:00,9.44,9.84
13/05/2022 12:00,10.29,9.18
13/05/2022 13:00,10.88,9.74
13/05/2022 14:00,9.93,9.2
13/05/2022 15:00,8.69,9.71
13/05/2022 16:00,9.92,9.56
13/05/2022 17:00,10.57,10.47
13/05/2022 18:00,10.04,11.95
13/05/2022 19:00,10.59,12.8
13/05/2022 20:00,10.12,12.19
13/05/2022 21:00,8.89,10.55
13/05/2022 22:00,7.99,9.03
13/05/2022 23:00,6.75,8.47
14/05/2022 00:00,5.91,8.12
14/05/2022 01:00,5.68,8.2
14/05/2022 02:00,6.38,7.68
14/05/2022 03:00,6.88,7.55
14/05/2022 04:00,7.03,7.58
14/05/2022 05:00,6.79,8.04
14/05/2022 06:00,9,8.88
14/05/2022 07:00,10.16,10.23
14/05/2022 08:00,10.67,11.46
14/05/2022 09:00,10.43,11.27
14/05/2022 10:00,10.67,10.95
14/05/2022 11:00,9.46,11.32
14/05/2022 12:00,9.19,11.29
14/05/2022 13:00,9.57,10.61
14/05/2022 14:00,8.98,10.8
14/05/2022 15:00,9.21,10.56
14/05/2022 16:00,8.67,9.98
14/05/2022 17:00,8.66,11.34
14/05/2022 18:00,9.38,11.62
14/05/2022 19:00,10.36,12.61
14/05/2022 20:00,9.53,10.64
14/05/2022 21:00,8.27,9.56
14/05/2022 22:00,8.04,9.23
14/05/2022 23:00,7.74,8.62
15/05/2022 00:00,6.9,8.11
15/05/2022 01:00,6.53,8.32
15/05/2022 02:00,6.83,7.63
15/05/2022 03:00,6.41,7.5
15/05/2022 04:00,5.76,7.62
15/05/2022 05:00,5.61,7.86
15/05/2022 06:00,7.31,9.2
15/05/2022 07:00,8.52,10.66
15/05/2022 08:00,9.49,12.12
15/05/2022 09:00,10.32,13.85
15/05/2022 10:00,10.82,13.89
15/05/2022 11:00,9.85,13.1
15/05/2022 12:00,9.95,12.47
15/05/2022 13:00,9.63,11.98
15/05/2022 14:00,9.28,11.4
15/05/2022 15:00,8.05,11.58
15/05/2022 16:00,8.07,11.8
15/05/2022 17:00,7.94,12.4
15/05/2022 18:00,8.89,13.18
15/05/2022 19:00,10.43,14.57
15/05/2022 20:00,11.25,12.28
15/05/2022 21:00,11.06,10.76
15/05/2022 22:00,8.28,10.06
15/05/2022 23:00,9.8,8.5
16/05/2022 00:00,15.77,7.92
16/05/2022 01:00,6.92,7.95
16/05/2022 02:00,7,7.51
16/05/2022 03:00,7.91,7.6
16/05/2022 04:00,7.56,7.56
16/05/2022 05:00,8.38,8.42
16/05/2022 06:00,11.07,10.3
16/05/2022 07:00,10.86,11.32
16/05/2022 08:00,10.43,11.13
16/05/2022 09:00,10.88,11.91
16/05/2022 10:00,10.45,10.6
16/05/2022 11:00,10.78,9.89
16/05/2022 12:00,11.41,10.22
16/05/2022 13:00,10.38,10.15
16/05/2022 14:00,11.04,10.7
16/05/2022 15:00,9.89,9.71
16/05/2022 16:00,10.5,10.43
16/05/2022 17:00,10.02,11.77
16/05/2022 18:00,11.52,14.75
16/05/2022 19:00,9.68,14.43
16/05/2022 20:00,11.62,12.41
16/05/2022 21:00,8.81,11.49
16/05/2022 22:00,6.84,10.18
16/05/2022 23:00,6.92,9.29
17/05/2022 00:00,5.85,8.84
17/05/2022 01:00,5.47,8.17
17/05/2022 02:00,17.7,8.42
17/05/2022 03:00,5.49,8.35
17/05/2022 04:00,6.06,8.4
17/05/2022 05:00,7.81,8.67
17/05/2022 06:00,9.38,10.72
17/05/2022 07:00,10.57,12.18
17/05/2022 08:00,9.53,11.59
17/05/2022 09:00,9.17,11.08
17/05/2022 10:00,12.3,9.88
17/05/2022 11:00,11.58,9.09
17/05/2022 12:00,11.47,9.45
17/05/2022 13:00,11.49,10.62
17/05/2022 14:00,13.03,10.49
17/05/2022 15:00,13.02,10.09
17/05/2022 16:00,12.85,10.24
17/05/2022 17:00,10.96,11.42
17/05/2022 18:00,10.84,12.37
17/05/2022 19:00,11.82,12.65
17/05/2022 20:00,12.93,12.06
17/05/2022 21:00,11.04,10.51
17/05/2022 22:00,9.65,9.09
17/05/2022 23:00,9.2,8.35
18/05/2022 00:00,8.22,7.51
18/05/2022 01:00,7.89,7.33
18/05/2022 02:00,8.02,7.77
18/05/2022 03:00,8.26,7.6
18/05/2022 04:00,NaN,7.52
18/05/2022 05:00,8.14,7.84
18/05/2022 06:00,10.6,10.21
18/05/2022 07:00,11.59,11.27
18/05/2022 08:00,12.2,11.52
18/05/2022 09:00,11.92,10.59
18/05/2022 10:00,11.49,10.45
18/05/2022 11:00,12.56,10.42
18/05/2022 12:00,11.86,9.55
18/05/2022 13:00,12.41,9.83
18/05/2022 14:00,13.19,10.5
18/05/2022 15:00,11.86,10.05
18/05/2022 16:00,12.19,10.15
18/05/2022 17:00,11.13,12.02
18/05/2022 18:00,11.13,13.51
18/05/2022 19:00,12.15,14.72
18/05/2022 20:00,11.53,13.28
18/05/2022 21:00,10.03,11.49
18/05/2022 22:00,9.08,8.96
18/05/2022 23:00,7.92,7.84
19/05/2022 00:00,7.21,7.48
19/05/2022 01:00,7.27,7.26
19/05/2022 02:00,8.17,7.68
19/05/2022 03:00,8.85,7.49
19/05/2022 04:00,8.17,7.54
19/05/2022 05:00,8.57,7.94
19/05/2022 06:00,11.39,9.77
19/05/2022 07:00,13.01,11.58
19/05/2022 08:00,12.39,11.46
19/05/2022 09:00,12.6,10.84
19/05/2022 10:00,12.5,10.82
19/05/2022 11:00,12.49,11.58
19/05/2022 12:00,13.65,10.65
19/05/2022 13:00,14.46,10.38
19/05/2022 14:00,13.15,10.42
19/05/2022 15:00,12.57,10.42
19/05/2022 16:00,12.67,10.27
19/05/2022 17:00,9.88,10.67
19/05/2022 18:00,11.29,13.5
19/05/2022 19:00,12.24,14.09
19/05/2022 20:00,12.04,13.42
19/05/2022 21:00,10.38,10.75
19/05/2022 22:00,9.25,9.09
19/05/2022 23:00,8.76,8.38
20/05/2022 00:00,7.77,7.64
20/05/2022 01:00,6.67,7.4
20/05/2022 02:00,6.58,7.61
20/05/2022 03:00,7.26,7.45
20/05/2022 04:00,7.59,7.48
20/05/2022 05:00,8.07,8.36
20/05/2022 06:00,11.12,11.02
20/05/2022 07:00,12.14,12.22
20/05/2022 08:00,12.98,11.9
20/05/2022 09:00,13.48,10.73
20/05/2022 10:00,12.28,9.96
20/05/2022 11:00,11.91,9.55
20/05/2022 12:00,11.48,10.19
20/05/2022 13:00,12.44,10.57
20/05/2022 14:00,12.28,10.15
20/05/2022 15:00,11.63,9.96
20/05/2022 16:00,11.18,10.34
20/05/2022 17:00,9.86,12.54
20/05/2022 18:00,11.23,13.35
20/05/2022 19:00,11.75,14.09
20/05/2022 20:00,11.83,13.07
20/05/2022 21:00,10.43,12.06
20/05/2022 22:00,10.22,10.08
20/05/2022 23:00,9.95,8.94
21/05/2022 00:00,9.32,8.41
21/05/2022 01:00,8.26,8.37
21/05/2022 02:00,9.02,8.2
21/05/2022 03:00,9.97,8.15
21/05/2022 04:00,10.11,7.92
21/05/2022 05:00,9.15,9.04
21/05/2022 06:00,10.67,9.95
21/05/2022 07:00,12.05,12.14
21/05/2022 08:00,12.55,13.22
21/05/2022 09:00,13.07,13.17
21/05/2022 10:00,11.48,12.63
21/05/2022 11:00,12.14,13.12
21/05/2022 12:00,11.9,12.44
21/05/2022 13:00,11.54,11.29
21/05/2022 14:00,14.02,11.3
21/05/2022 15:00,14.45,11.69
21/05/2022 16:00,10.71,11.92
21/05/2022 17:00,10.64,12.58
21/05/2022 18:00,11.02,14.93
21/05/2022 19:00,11.22,15.5
21/05/2022 20:00,11.22,15.1
21/05/2022 21:00,8.99,11.99
21/05/2022 22:00,8.75,10.84
21/05/2022 23:00,8.48,9.86
22/05/2022 00:00,7.32,9.41
22/05/2022 01:00,7.09,8.84
22/05/2022 02:00,8.35,8.43
22/05/2022 03:00,NaN,7.8
22/05/2022 04:00,9.78,7.67
22/05/2022 05:00,10.38,8.7
22/05/2022 06:00,11.94,10.7
22/05/2022 07:00,11.9,11.77
22/05/2022 08:00,12.29,13.86
22/05/2022 09:00,11.58,14.53
22/05/2022 10:00,10.42,14.54
22/05/2022 11:00,10.46,13.98
22/05/2022 12:00,10.05,13.23
22/05/2022 13:00,10.11,13.67
22/05/2022 14:00,9.69,11.76
22/05/2022 15:00,9.48,11.03
22/05/2022 16:00,9.26,11.75
22/05/2022 17:00,9.88,14.9
22/05/2022 18:00,10.97,15.32
22/05/2022 19:00,12.09,16.23
22/05/2022 20:00,12.64,14.01
22/05/2022 21:00,11.09,12.9
22/05/2022 22:00,10.4,10.47
22/05/2022 23:00,11.71,9.03
23/05/2022 00:00,16.59,8.28
23/05/2022 01:00,8.17,8.1
23/05/2022 02:00,8.09,8.26
23/05/2022 03:00,9.43,8.14
23/05/2022 04:00,8.65,7.94
23/05/2022 05:00,9.92,8.66
23/05/2022 06:00,12.24,10.83
23/05/2022 07:00,12.56,11.13
23/05/2022 08:00,12.88,11.03
23/05/2022 09:00,13.16,11.82
23/05/2022 10:00,12.66,10.54
23/05/2022 11:00,11.86,10.6
23/05/2022 12:00,11.8,10.7
23/05/2022 13:00,11.97,10.56
23/05/2022 14:00,12.24,10.41
23/05/2022 15:00,12.58,10.49
23/05/2022 16:00,11.28,11.05
23/05/2022 17:00,10.78,12.04
23/05/2022 18:00,11.38,11.82
23/05/2022 19:00,13.08,14.65
23/05/2022 20:00,11.86,13.26
23/05/2022 21:00,9.08,11.25
23/05/2022 22:00,8.26,9.83
23/05/2022 23:00,9,8.62
24/05/2022 00:00,8.22,8.03
24/05/2022 01:00,7.83,7.6
24/05/2022 02:00,18.88,7.57
24/05/2022 03:00,8.61,7.42
24/05/2022 04:00,8.14,7.45
24/05/2022 05:00,8.68,8.44
24/05/2022 06:00,11.53,10.28
24/05/2022 07:00,12.83,12.57
24/05/2022 08:00,12.11,12.38
24/05/2022 09:00,12.3,11.18
24/05/2022 10:00,11.56,10.78
24/05/2022 11:00,11.8,10.27
24/05/2022 12:00,12.04,9.39
24/05/2022 13:00,12.37,10.52
24/05/2022 14:00,12.67,10.71
24/05/2022 15:00,11.81,10.22
24/05/2022 16:00,11.28,11.17
24/05/2022 17:00,11.35,13.13
24/05/2022 18:00,11.46,13.69
24/05/2022 19:00,12.11,14.14
24/05/2022 20:00,12.26,13.52
24/05/2022 21:00,10.7,11.39
24/05/2022 22:00,8.93,9.21
24/05/2022 23:00,8.08,8.22
25/05/2022 00:00,7.53,7.92
25/05/2022 01:00,7.02,7.37
25/05/2022 02:00,7.02,7.63
25/05/2022 03:00,7.58,7.48
25/05/2022 04:00,8.72,7.5
25/05/2022 05:00,8.92,8.14
25/05/2022 06:00,11.41,10.38
25/05/2022 07:00,13.01,11.47
25/05/2022 08:00,13.49,10.85
25/05/2022 09:00,12,10.73
25/05/2022 10:00,12.46,9.25
25/05/2022 11:00,12.74,9.28
25/05/2022 12:00,12.13,9.85
25/05/2022 13:00,12.85,10.05
25/05/2022 14:00,13.6,9.77
25/05/2022 15:00,12.51,9.71
25/05/2022 16:00,13.3,10.01
25/05/2022 17:00,12.95,10.13
25/05/2022 18:00,11.78,11.94
25/05/2022 19:00,12.4,12.93
25/05/2022 20:00,13.44,13.56
25/05/2022 21:00,12.42,11.4
25/05/2022 22:00,11.65,9.25
25/05/2022 23:00,11.07,8.53
26/05/2022 00:00,10.58,8.26
26/05/2022 01:00,9.98,7.87
26/05/2022 02:00,10.88,7.69
